# Hid              Name                RA(HHMMSS)    R.A.(deg)            eR(SS)   Dec(DDMMSS)   Dec.(deg)       eD(SS)   Vel_HI   eV   W50   eW50   W20   eW20   PkFlux   ePkF   TotFlux   eTotF   MHI                  eMHI                   SNpeak   SNtot   rms   flag   specObjID             plateID               fiberID   mjd     ra          dec         z             zErr          Vel_SDSS   NOC_Spz   2nd_OC_specObjID      A_W20     A_W20_err   W20_center   aa_snr               V_NED   V_NED_e   RA_NED   RA_NED_e   DEC_NED   DEC_NED_e   potOC                        A_W50     A_W50_err  
  J113938+214013   A1367_fr2_098_VB    11:39:38.41   174.9100277781111    1.0      21:40:13.98   21.67055        15       8008     7    173   15     200   22     3.4      0.7    0.315     0.088   8.806318509197432    0.1586792420412139     4.8      1.8     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.30017   0.17981     8008.0       7.650229510328017    -1      -1        174.9028 -1.0       21.660278 -1.0        "WISEA J113936.69+213937.0"  1.35447   0.18779    
  J115200+214938   A1367_fr2_101_VB    11:52:00.85   178.0035277781111    0.8      21:49:38.87   21.8274638889   11       7892     6    79    12     124   18     6.6      0.9    0.445     0.09    8.956367966388763    0.12511124600527762    8.2      4.0     0.8   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.29343   0.08286     7892.0       13.99398746342808    -1      -1        178.0119 -1.0       21.835039 -1.0        "SDSS J115202.87+215006.1"   1.1014    0.11219    
  J113426+175827   A1367_fr2_105_VB    11:34:26.49   173.6103611111111    0.7      17:58:27.21   17.974225       10       6086     4    183   7      207   11     12.9     1.4    1.69      0.197   9.535894660021505    0.08783707853078018    10.7     6.0     1.2   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.01647   0.05926     6086.0       23.279031922777374   -1      -1        173.615  0.5        17.972889 0.5         "WISEA J113427.61+175822.4"  1.02321   0.05908    
  J114715+183032   A1367_fr2_110_VB    11:47:15.12   176.81298611111112   0.9      18:30:32.94   18.50915        11       6491     5    50    9      61    14     4.6      0.9    0.176     0.073   8.55352062322198     0.21735603806097326    5.1      2.5     0.9   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.08115   0.20736     6491.0       6.184009646551497    -1      -1        176.8042 0.5        18.508731 0.5         "SDSS J114713.01+183031.4"   1.21667   0.1579     
  J114956+192904   A1367_fr2_115_VB    11:49:56.14   177.48390277811112   0.8      19:29:04.60   19.4846111111   11       6139     4    68    9      84    13     4.0      0.6    0.234     0.061   8.677223812817974    0.15037837289895362    6.6      3.2     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.06386   0.11738     6139.0       10.575359818659491   -1      -1        177.487  0.5        19.478005 0.5         "SDSS J114956.88+192840.8"   1.19638   0.13124    
  J113911+193601   A1367_fr2_116_VB    11:39:11.27   174.7969444441111    0.7      19:36:01.52   19.6004222222   12       6787     5    116   11     310   16     21.7     1.2    2.86      0.18    9.764373988536875    0.06463019943965911    36.2     11.5    0.6   4      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.21521   0.08863     6787.0       98.96253015904014    6825    1         174.7956 1.25       19.585    1.25        "FGC 1287"                   1.20174   0.08749    
  J115034+194258   A1367_fr2_118_VB    11:50:34.55   177.6439444441111    0.7      19:42:58.35   19.7162083333   11       6633     5    87    11     123   16     5.8      0.8    0.415     0.081   8.926056052119923    0.12203879430936172    8.2      4.1     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.28847   0.07582     6633.0       14.212662151173886   -1      -1        177.64   0.5        19.713917 0.5         "SDSS J115033.60+194250.1"   1.52383   0.13977    
  J114907+195855   A1367_fr2_1208_GR   11:49:07.69   177.28202777811111   0.8      19:58:55.04   19.9819555556   11       6419     6    80    12     106   18     4.1      0.7    0.228     0.069   8.665942802408285    0.16882950293161136    5.9      2.5     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.0969    0.14191     6419.0       8.142857142857144    -1      -1        177.2804 -1.0       19.9825   -1.0        "WISEA J114907.30+195857.0"  1.14607   0.17607    
  J113544+195109   A1367_fr2_123_VB    11:35:44.06   173.9335694441111    0.9      19:51:09.63   19.852675       13       6565     6    87    12     116   18     3.8      0.6    0.308     0.072   8.796558671908276    0.13892389958389123    6.2      3.8     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.43157   0.14408     6565.0       12.30622473812486    -1      -1        173.9346 0.5        19.853889 0.5         "SDSS J113544.31+195113.9"   1.086     0.08743    
  J114447+200732   A1367_fr2_125_VB    11:44:47.15   176.1964444441111    0.7      20:07:32.50   20.1256944444   10       6585     6    390   11     436   17     6.2      0.8    0.746     0.106   9.1807467828805      0.0991345050424319     8.9      2.8     0.7   0      6620540592987590656   6620291553607821312   906       56042   176.196     20.125095   0.02194579    7.053034E-6   6579       1         -1                    1.86143   0.06728     6585.0       12.066838106740981   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.87002   0.06674    
  J114416+201308   A1367_fr2_126_VB    11:44:16.71   176.0696111111111    0.7      20:13:08.24   20.2189555556   11       6373     6    298   11     322   17     3.5      0.6    0.502     0.094   9.00871167255285     0.11876018616111773    5.9      2.0     0.6   0      7241895509044252672   7241788306664466432   390       56309   176.0717    20.223308   0.02120567    1.028398E-5   6357       1         -1                    1.12797   0.11217     6373.0       10.837505649821733   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.18946   0.11937    
  J115223+201932   A1367_fr2_127_VB    11:52:23.69   178.0986944441111    0.7      20:19:32.09   20.3255805556   10       6480     4    153   8      187   12     7.8      0.8    1.005     0.115   9.310174017164337    0.08687355034945253    11.2     6.5     0.7   0      7241792704707055616   7241788306664466432   16        56309   178.10173   20.324662   0.02163247    8.751046E-6   6485       1         -1                    1.15946   0.05791     6480.0       25.954179774732076   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.0439    0.04806    
  J114825+202315   A1367_fr2_129_VB    11:48:25.83   177.1076111111111    0.7      20:23:15.05   20.3875138889   10       6778     4    142   7      163   11     6.7      0.8    0.794     0.107   9.207828457834927    0.09567444793389358    9.6      5.6     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.08267   0.06131     6778.0       21.284492152942732   6750    8         177.11   2.5        20.388623 2.5         "LSBC D571-02"               1.07106   0.05986    
  J114238+192041   A1367_fr2_135_VB    11:42:38.30   175.6595694441111    1.0      19:20:41.08   19.3447444444   11       7016     4    50    7      73    11     5.8      0.7    0.254     0.056   8.71284167202777     0.13285596457925855    9.7      2.6     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.4639    0.07585     7016.0       13.38697542804614    -1      -1        175.6604 0.5        19.350428 0.5         "SDSS J114238.50+192101.5"   1.05045   0.10117    
  J113509+202801   A1367_fr2_142_VB    11:35:09.11   173.7879444441111    0.7      20:28:01.18   20.4669944444   11       6149     5    51    11     71    16     4.5      0.8    0.142     0.059   8.460296299790887    0.21770580582208487    5.6      1.6     0.8   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.98502   0.39023     6149.0       5.557740583380701    -1      -1        173.78   -1.0       20.465667 -1.0        "GALEXASC J113507.20+202756.4" 1.51648   0.26594    
  J115047+203019   A1367_fr2_143_VB    11:50:47.20   177.69665277811112   0.8      20:30:19.43   20.5053972222   17       6411     9    118   18     158   27     3.3      0.7    0.27      0.082   8.739371719566819    0.16970199439588013    4.8      1.6     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.38295   0.12338     6411.0       7.939802921071676    -1      -1        177.6843 -1.0       20.518722 -1.0        "SDSS J115044.25+203107.4"   1.50199   0.11604    
  J114847+203401   A1367_fr2_144_VB    11:48:47.38   177.1974027781111    0.7      20:34:01.49   20.5670805556   11       6661     3    51    6      70    9      5.2      0.6    0.253     0.05    8.71112847658365     0.12283773961861905    10.5     5.4     0.5   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.0422    0.08409     6661.0       15.843474564454281   -1      -1        177.199  0.5        20.562329 0.5         "SDSS J114847.76+203344.3"   1.58563   0.12633    
  J115045+203749   A1367_fr2_145_VB    11:50:45.21   177.6883611111111    0.9      20:37:49.89   20.630525       16       6447     5    60    10     109   15     6.4      0.7    0.387     0.067   8.895718920426742    0.11248618856706806    10.6     4.1     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.19047   0.0713      6447.0       18.61954618136543    -1      -1        177.6949 -1.0       20.634833 -1.0        "SDSS J115046.78+203805.4"   1.11579   0.07257    
  J115101+204752   A1367_fr2_151_VB    11:51:01.75   177.7572777781111    0.7      20:47:52.25   20.7978472222   11       6401     2    204   4      217   7      9.1      0.8    1.143     0.118   9.366054185803112    0.0817521633494135     13.0     6.0     0.7   0      7242055487986094080   7241788306664466432   972       56309   177.7594    20.799708   0.02128009    8.862088E-6   6379       1         -1                    1.033     0.04604     6401.0       25.563370168225923   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.03536   0.04584    
  J115035+204555   A1367_fr2_152_VB    11:50:35.04   177.6459861111111    1.0      20:45:55.56   20.7654333333   13       6384     8    62    16     106   24     4.1      0.7    0.214     0.066   8.638421728757022    0.17161424292599342    5.9      3.0     0.7   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.40485   0.11269     6384.0       8.681702323490848    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.58892   0.10067    
  J115157+204759   A1367_fr2_154_VB    11:51:57.35   177.9889444441111    0.7      20:47:59.29   20.7998027778   10       6740     2    149   4      165   6      12.0     0.9    1.409     0.126   9.456918948517187    0.07574412700708444    17.2     10.8    0.7   0      7242059061398884352   7241788306664466432   985       56309   177.99129   20.798293   0.0224644     1.768218E-5   6734       1         -1                    1.19457   0.03962     6740.0       36.87268990625937    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.25799   0.04137    
  J113617+195839   A1367_fr2_157_VB    11:36:17.79   174.0741111111111    1.0      19:58:39.01   19.9775027778   30       6733     7    75    14     144   21     5.1      0.7    0.442     0.077   8.953430224756923    0.11318481209158344    8.6      4.7     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.05072   0.07738     6733.0       19.020651544707537   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.06428   0.07978    
  J115006+203728   A1367_fr2_158_VB    11:50:06.33   177.5263611111111    0.7      20:37:28.71   20.6246416667   12       6964     5    67    11     100   16     4.6      0.6    0.236     0.058   8.680919958377938    0.14396027834174704    7.6      3.4     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.60915   0.19143     6964.0       10.745047839260344   -1      -1        177.5274 -1.0       20.623944 -1.0        "SDSS J115006.58+203726.2"   1.34925   0.15262    
  J114526+205759   A1367_fr2_167_VB    11:45:26.35   176.3597777781111    0.7      20:57:59.90   20.9666388889   10       6199     4    202   9      220   13     4.9      0.7    0.644     0.107   9.116893822767643    0.10934484232735324    7.1      3.4     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.38247   0.05982     6199.0       14.474285837133712   -1      -1        176.3591 0.5        20.967139 0.5         "SDSS J114526.19+205801.7"   1.37639   0.05991    
  J114708+203334   A1367_fr2_1695_GR   11:47:08.58   176.7857361111111    0.8      20:33:34.06   20.5594611111   16       7336     6    53    12     68    17     3.2      0.7    0.135     0.059   8.438341723902838    0.22706005407622434    4.6      1.9     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.23197   0.15864     7336.0       5.92356005518453     -1      -1        176.7829 -1.0       20.573778 -1.0        "SDSS J114707.90+203425.6"   1.23107   0.15508    
  J115106+210951   A1367_fr2_174_VB    11:51:06.13   177.7755277781111    0.8      21:09:51.85   21.1644027778   11       6694     4    141   8      169   12     6.8      0.8    0.728     0.102   9.170139334720869    0.09800242208462098    9.8      4.7     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.33213   0.0861      6694.0       19.584333006022447   -1      -1        177.7704 -1.0       21.161444 -1.0        "SDSS J115104.90+210941.2"   1.41162   0.09044    
  J113344+212322   A1367_fr2_184_VB    11:33:44.19   173.4341111111111    0.8      21:23:22.89   21.3896916667   11       6621     8    171   17     259   25     16.2     2.2    2.471     0.337   9.70088070080991     0.09691464220932017    8.1      4.4     2.0   2,4    7240831731577933824   7240662406791178240   616       56311   173.43598   21.380048   0.0220741     1.269253E-5   6617       2         2819316658764539904   1.07768   0.12659     6621.0       21.126604233353465   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.0156    0.12706    
  J114405+213037   A1367_fr2_188_VB    11:44:05.95   176.02477777811112   0.9      21:30:37.43   21.5103972222   13       6860     9    51    18     104   26     4.1      0.7    0.209     0.066   8.628154241518885    0.17486746342717963    5.8      2.4     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.14979   0.15021     6860.0       9.34863405977116     -1      -1        176.0264 -1.0       21.512889 -1.0        "SDSS J114406.35+213046.4"   1.31739   0.20983    
  J114730+213517   A1367_fr2_189_VB    11:47:30.12   176.87548611111112   0.7      21:35:17.62   21.5882277778   10       6916     2    84    4      99    7      8.5      0.7    0.713     0.085   9.161097485259695    0.08866619891855976    14.2     8.8     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.17861   0.04969     6916.0       28.99236466717934    -1      -1        176.8735 -1.0       21.5865   -1.0        "SDSS J114729.66+213511.4"   1.01966   0.04165    
  J114519+214856   A1367_fr2_192_VB    11:45:19.05   176.3293611111111    0.8      21:48:56.68   21.8157444444   14       6786     6    113   12     148   18     6.2      1.0    0.489     0.107   8.997316814531452    0.13240875393448714    6.9      3.3     0.9   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.12754   0.12933     6786.0       11.429102565267069   -1      -1        176.3291 -1.0       21.816111 -1.0        "WISEA J114518.99+214858"    1.00466   0.11319    
  J115058+202906   A1367_fr2_193_VB    11:50:58.09   177.7420277781111    0.9      20:29:06.23   20.4850638889   13       6689     5    88    10     101   15     3.5      0.7    0.136     0.057   8.441546863778049    0.21922194159301223    5.1      1.9     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.96679   0.11353     6689.0       4.631104004907163    -1      -1        177.7555 -1.0       20.483944 -1.0        "WISEA J115101.33+202902.2"  2.09215   0.10954    
  J114513+183008   A1367_fr2_2019_GR   11:45:13.94   176.3080694441111    0.9      18:30:08.92   18.5024777778   18       10032    5    236   10     248   15     3.8      0.8    0.265     0.087   9.1                  0.17959169083593673    4.7      1.2     0.8   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.13378   0.25271     10032.0      4.821530158780913    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.16702   0.26466    
  J113741+195604   A1367_fr2_204_VB    11:37:41.91   174.4246111111111    1.5      19:56:04.38   19.93455        12       7125     6    119   12     158   18     4.6      0.6    0.428     0.079   8.939451724421003    0.11751448034196324    7.6      4.0     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.38082   0.12057     7125.0       14.62190776681905    -1      -1        174.4356 0.5        19.932442 0.5         "SDSS J113744.56+195556.7"   1.02852   0.08686    
  J114927+205210   A1367_fr2_216_VB    11:49:27.19   177.3632777781111    0.8      20:52:10.21   20.8695027778   13       10928    6    112   11     121   17     2.5      0.7    0.162     0.072   8.96                 0.23004151916542365    3.6      1.6     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.4398    0.32211     10928.0      4.889821045214989    -1      -1        177.3658 -1.0       20.862639 -1.0        "SDSS J114927.81+205145.5"   1.43674   0.32869    
  J114552+205319   A1367_fr2_217_VB    11:45:52.52   176.4688194441111    0.7      20:53:19.93   20.8888694444   11       11042    8    158   16     192   24     3.1      0.6    0.253     0.071   9.16                 0.1590993943224255     5.1      2.0     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.61773   0.1082      11042.0      7.501113372587478    -1      -1        176.4713 -1.0       20.882167 -1.0        "WISEA J114553.13+205255.8"  1.48199   0.11042    
  J115159+211322   A1367_fr2_218_VB    11:51:59.05   177.9960277781111    0.8      21:13:22.03   21.2227861111   15       10237    7    41    13     81    20     4.7      0.7    0.159     0.054   8.89                 0.18466581601482027    6.7      2.2     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.44729   0.13024     10237.0      7.932172644811638    -1      -1        177.9967 -1.0       21.220417 -1.0        "SDSS J115159.23+211313.5"   1.11229   0.13858    
  J114155+212658   A1367_fr2_219_VB    11:41:55.55   175.4814444441111    1.0      21:26:58.11   21.449475       12       10709    8    204   15     242   23     4.0      0.7    0.422     0.095   9.36                 0.13502590469607753    5.7      2.1     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.03193   0.13193     10709.0      9.438094672783325    -1      -1        175.4706 -1.0       21.459639 -1.0        "SDSS J114152.96+212734.7"   1.35899   0.17       
  J114007+213537   A1367_fr2_220_VB    11:40:07.29   175.0303611111111    0.8      21:35:37.44   21.5937333333   29       9385     12   108   24     173   36     3.7      0.8    0.294     0.093   9.08                 0.1750716267771788     4.6      2.1     0.8   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.04875   0.18029     9385.0       7.907340998506809    -1      -1        175.0261 -1.0       21.603056 -1.0        "WISEA J114006.28+213611.0"  1.63498   0.1181     
  J115338+183418   A1367_fr2_243_GR    11:53:38.35   178.4097777781111    1.3      18:34:18.02   18.5716722222   11       6582     10   62    20     109   29     4.9      1.0    0.263     0.096   8.727963703897588    0.1964130553894797     4.9      1.8     1.0   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.99794   0.11727     6582.0       7.468698120348903    -1      -1        178.3927 -1.0       18.564611 -1.0        "SDSS J115334.25+183352.6"   1.00955   0.16171    
  J114203+175037   A1367_fr2_2676_GR   11:42:03.14   175.5130694441111    0.8      17:50:37.79   17.8438305556   12       7641     18   132   37     230   55     4.1      1.1    0.256     0.112   8.716247920719681    0.22859581487748637    3.7      0.8     1.1   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    2.67691   1.05887     7641.0       4.529448402394315    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.36254   0.23841    
  J114035+191039   A1367_fr2_2919_GR   11:40:35.09   175.1461944441111    3.3      19:10:39.20   19.1775555556   11       9674     8    102   16     134   24     3.9      0.8    0.165     0.068   8.86                 0.21625446268806983    4.8      1.2     0.8   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.57553   0.42113     9674.0       4.566451753566116    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.92135   0.54189    
  J113346+200159   A1367_fr2_4421_GR   11:33:46.76   173.4448194441111    2.6      20:01:59.07   20.033075       13       10590    3    70    6      92    9      19.0     1.9    1.132     0.182   9.77                 0.10669933384831355    11.9     4.2     1.6   0      7240772907705847808   7240662406791178240   402       56311   173.46018   20.02665    0.03530662    1.125408E-5   10584      1         -1                    1.10052   0.1007      10590.0      18.90873286530402    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.49191   0.08412    
  J114923+190054   A1367_fr3_010_VB    11:49:22.98   177.3457361111111    0.9      19:00:54.03   19.0150083333   14       5619     4    146   8      161   12     6.0      0.9    0.557     0.115   9.05386315058156     0.12689898680956563    6.7      3.2     0.9   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.32842   0.13181     5619.0       11.45305272444628    -1      -1        177.3469 -1.0       19.014694 -1.0        "SDSS J114923.26+190052.9"   1.35744   0.13251    
  J113518+190311   A1367_fr3_012_VB    11:35:18.74   173.8280694441111    0.7      19:03:11.70   19.05325        10       6296     4    96    8      133   13     8.9      0.9    0.765     0.107   9.191669390561449    0.09793078555711944    11.1     7.2     0.8   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.22086   0.05246     6296.0       21.82332065059646    -1      -1        173.8268 -1.0       19.050056 -1.0        "SDSS J113518.44+190300.2"   1.00704   0.05839    
  J114453+192725   A1367_fr3_017_VB    11:44:52.97   176.2206944441111    0.7      19:27:25.81   19.4571694444   10       5504     8    301   17     409   25     5.6      0.7    1.223     0.124   9.395434412444116    0.08194095489095748    9.3      4.4     0.6   0      7241879016369836032   7241788306664466432   330       56309   176.21764   19.454195   0.0182357     8.681074E-6   5466       1         -1                    1.12374   0.06029     5504.0       26.27102157095705    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.32091   0.05804    
  J114824+194231   A1367_fr3_023_VB    11:48:24.23   177.1009444441111    0.8      19:42:31.33   19.7087027778   11       5077     7    80    14     138   21     4.6      0.6    0.342     0.07    8.842034061463966    0.12670323544066628    7.8      3.7     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.1242    0.11244     5077.0       14.250000000000002   -1      -1        177.105  0.5        19.704722 0.5         "SDSS J114825.21+194217.0"   1.56369   0.17038    
  J114946+194655   A1367_fr3_025_VB    11:49:46.58   177.4440694441111    0.8      19:46:55.81   19.7821694444   11       5442     9    56    18     103   27     3.2      0.6    0.17      0.057   8.538456876786105    0.18362920505065544    5.3      2.6     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    2.10392   0.3852      5442.0       8.466202649451954    -1      -1        177.4449 -1.0       19.789333 -1.0        "SDSS J114946.78+194721.6"   1.04625   0.16199    
  J115149+194732   A1367_fr3_033_VB    11:51:49.46   177.9560694441111    0.7      19:47:32.46   19.79235        10       6362     4    100   8      114   12     4.0      0.6    0.224     0.06    8.658255973741994    0.15347179667125668    6.6      2.6     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.46051   0.21066     6362.0       8.347987115999217    -1      -1        177.9597 -1.0       19.784056 -1.0        "SDSS J115150.33+194702.6"   1.50497   0.21884    
  J114508+195802   A1367_fr3_034_VB    11:45:08.46   176.2852361111111    0.7      19:58:02.25   19.9672916667   10       5967     11   270   23     362   34     3.6      0.6    0.586     0.101   9.07590557142592     0.11307823819032045    6.0      2.5     0.6   0      6620539493475962880   6620291553607821312   902       56042   176.27899   19.966857   0.01987912    1.600673E-5   5959       1         -1                    1.63592   0.07456     5967.0       13.290749900656875   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.30583   0.08233    
  J114208+201905   A1367_fr3_041_VB    11:42:08.38   175.5349027781111    0.7      20:19:05.88   20.3183         10       5764     5    319   9      360   14     6.4      0.7    1.489     0.131   9.480902653160006    0.07561167861361938    10.6     6.0     0.6   4      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.02359   0.04142     5764.0       31.06941728375017    5764    5         175.5379 0.5        20.315672 0.5         "CGCG 127-032"               1.13141   0.04519    
  J113554+202819   A1367_fr3_046_VB    11:35:54.56   173.9773194441111    0.7      20:28:19.17   20.4719916667   11       5840     3    57    6      72    8      6.3      0.7    0.373     0.066   8.879716787216518    0.11391551243263318    10.6     5.4     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.04984   0.06315     5840.0       18.41217761701179    -1      -1        173.9827 -1.0       20.471222 -1.0        "SDSS J113555.85+202816.4"   1.14119   0.07245    
  J114359+194613   A1367_fr3_051_VB    11:43:59.89   175.99952777811112   0.9      19:46:13.05   19.7702916667   12       4925     8    128   16     183   24     3.9      0.6    0.218     0.06    8.646464449012436    0.1575355468610105     6.5      2.2     0.6   0      7241903755381460992   7241788306664466432   420       56309   176.00811   19.784426   0.01631701    7.361124E-6   4891       1         -1                    1.23842   0.19667     4925.0       7.181005519965695    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.33733   0.11624    
  J114913+174941   A1367_fr3_054_VB    11:49:13.50   177.3062361111111    0.8      17:49:41.00   17.8280555556   15       3070     5    65    10     85    15     7.6      1.3    0.38      0.113   8.22                 0.16714763185662923    6.3      3.0     1.2   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.05036   0.14832     3070.0       8.78275310689946     -1      -1        177.3137 -1.0       17.828917 -1.0        "GALEXASC J114915.29+174944.1" 1.17391   0.16159    
  J113652+175325   A1367_fr3_056_VB    11:36:52.27   174.2177777781111    0.7      17:53:25.99   17.8905527778   10       3344     2    128   4      146   5      23.4     1.5    2.561     0.195   9.13                 0.07024088037319685    26.0     15.3    0.9   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.02774   0.02927     3344.0       56.24022977563347    3341    1         174.2254 8.0        17.889444 8.0         "CGCG 097-025"               1.06931   0.02788    
  J114331+175838   A1367_fr3_057_VB    11:43:31.59   175.8816111111111    0.7      17:58:38.84   17.9774555556   10       3232     2    111   4      133   6      33.1     2.0    3.128     0.244   9.18                 0.07106740499974856    30.1     15.8    1.1   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.23658   0.03553     3232.0       60.35282063687326    3229    1         175.8829 2.5        17.975389 2.5         "KUG 1140+182"               1.06932   0.03639    
  J115043+175414   A1367_fr3_059_VB    11:50:43.22   177.6800694441111    0.7      17:54:14.54   17.9040388889   11       3040     5    54    9      84    14     7.7      1.0    0.376     0.087   8.21                 0.13852390068293297    8.5      4.1     0.9   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.2946    0.13472     3040.0       12.712572939626078   -1      -1        177.678  -1.0       17.904556 -1.0        "WISEA J115042.73+175416.4"  1.16254   0.08664    
  J113349+185741   A1367_fr3_063_VB    11:33:49.06   173.4544027781111    0.9      18:57:41.91   18.9616416667   12       3716     4    34    7      56    11     14.4     1.7    0.501     0.124   8.51                 0.14502756000453798    9.6      4.1     1.5   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    2.5249    0.32999     3716.0       12.808315313751084   -1      -1        173.4511 -1.0       18.960167 -1.0        "SDSS J113348.28+185736.6"   1.02065   0.11269    
  J114016+194716   A1367_fr3_069_VB    11:40:16.58   175.0690694441111    0.8      19:47:16.69   19.7879694444   11       3477     2    65    5      83    7      8.7      0.7    0.503     0.071   8.45                 0.09843577470313233    14.5     6.9     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.18023   0.06483     3477.0       23.25118322510752    3476    3         175.0716 2.5        19.788333 2.5         "AGC 219153"                 1.10755   0.05893    
